SubRegion,run,ID,p1,p2,doc,dob,dod,female,founder,X,Y,l0a0,l0a1,l1a0,l1a1,l2a0,l2a1,l3a0,l3a1,l4a0,l4a1,l5a0,l5a1,l6a0,l6a1,l7a0,l7a1,l8a0,l8a1,l9a0,l9a1,l10a0,l10a1,l11a0,l11a1,l12a0,l12a1,l13a0,l13a1,
0,0,258,12,172,4,0,-1,true,false,45,33,13,13,15,9,2,2,16,16,7,5,13,6,1,1,18,1,1,19,13,17,1,2,3,2,3,0,1,1,
0,0,259,12,172,4,0,-1,true,false,45,54,7,14,9,15,2,7,16,16,7,7,5,13,15,15,1,1,19,19,13,2,1,2,3,2,0,0,1,1,
0,0,261,12,172,4,0,-1,false,false,45,37,13,14,15,9,2,2,16,16,11,7,13,6,1,15,1,1,19,19,2,2,1,2,3,2,0,3,1,1,
0,0,262,12,172,4,0,-1,false,false,45,32,13,13,9,15,18,2,19,16,11,5,13,13,15,15,18,1,1,19,13,2,1,2,2,2,0,0,1,1,
0,0,263,12,172,4,0,-1,true,false,45,37,7,13,15,15,18,7,19,16,11,5,13,13,15,15,1,1,1,19,2,2,1,2,3,2,3,3,2,1,
1,0,264,12,172,4,0,-1,true,false,51,38,7,14,15,15,18,2,19,16,11,7,5,6,1,15,18,1,19,19,2,2,1,2,2,2,3,3,1,1,
0,0,265,12,172,4,0,-1,false,false,49,38,13,14,9,9,2,2,19,16,11,5,13,6,15,1,18,1,1,19,13,2,1,2,3,1,0,0,2,1,
0,0,267,12,172,4,0,-1,true,false,45,35,13,13,9,15,18,2,16,16,7,5,5,13,1,15,1,1,19,19,2,2,1,2,2,1,0,0,2,1,
0,0,268,12,172,4,0,-1,true,false,44,47,13,14,9,15,2,2,19,16,7,7,13,6,15,15,18,1,19,19,2,17,1,2,3,2,3,3,1,1,
0,0,269,12,172,4,0,-1,false,false,45,33,13,13,9,15,18,7,16,16,11,7,13,13,1,15,18,1,1,19,13,2,1,2,2,1,3,3,1,1,
0,0,270,12,172,4,0,-1,true,false,45,27,13,13,15,9,2,2,16,16,7,5,13,6,15,15,18,1,19,19,2,17,1,2,3,2,3,3,2,1,
0,0,271,12,172,4,0,-1,true,false,44,33,13,14,9,15,2,7,19,16,11,7,5,6,15,1,18,1,1,19,2,2,1,2,3,1,3,0,1,1,
0,0,278,12,207,4,0,-1,true,false,42,35,7,15,15,8,2,19,19,7,7,19,5,19,1,10,18,10,19,10,2,0,1,0,3,1,0,3,2,3,
0,0,279,12,172,4,0,-1,false,false,49,39,13,13,9,9,18,2,16,16,7,5,5,6,1,1,18,1,1,19,13,17,1,2,3,1,3,3,2,1,
0,0,281,12,172,4,0,-1,true,false,44,30,13,14,9,15,2,2,16,16,7,7,5,13,15,15,1,1,19,19,13,17,1,2,3,2,0,0,2,1,
0,0,282,12,172,4,0,-1,true,false,44,39,13,13,15,9,18,2,19,16,7,5,5,6,1,15,1,1,1,19,13,2,1,2,2,1,3,3,1,1,
0,0,283,12,172,4,0,-1,false,false,45,28,13,13,15,9,2,2,16,16,11,7,5,6,1,1,1,1,1,19,2,17,1,2,2,1,0,0,1,1,
-1,0,285,12,172,4,0,-1,true,false,44,-31,7,14,15,9,2,7,19,16,7,5,13,13,1,1,1,1,1,19,13,17,1,2,2,2,0,3,1,1,
-1,0,286,12,172,4,0,-1,true,false,45,-49,13,14,9,15,2,7,19,16,7,7,5,13,1,1,18,1,1,19,2,2,1,2,2,2,3,3,1,1,
0,0,287,12,172,4,0,-1,true,false,45,32,7,13,9,9,2,2,19,16,7,7,13,13,1,15,18,1,19,19,13,2,1,2,3,1,0,3,1,1,
0,0,291,12,172,4,0,-1,false,false,47,37,13,14,9,15,2,2,16,16,7,5,13,6,15,1,18,1,1,19,13,17,1,2,3,2,0,0,2,1,
0,0,292,50,214,4,0,-1,false,false,41,67,3,13,6,6,1,4,6,3,4,9,16,12,19,9,10,9,19,0,16,9,3,0,2,1,2,3,1,0,
0,0,293,50,214,4,0,-1,true,false,49,61,3,13,6,6,16,14,11,3,17,9,16,13,9,9,1,9,0,0,2,9,3,0,2,2,2,3,0,0,
0,0,294,50,222,4,0,-1,false,false,43,57,13,9,16,10,1,4,11,11,4,5,13,13,9,4,1,9,19,16,2,16,1,2,3,1,0,1,1,2,
0,0,295,50,109,4,0,-1,true,false,44,66,13,14,6,8,1,2,11,18,4,0,16,19,9,10,10,0,0,15,2,0,3,0,3,1,2,0,0,0,
0,0,300,50,93,4,0,-1,false,false,44,41,3,13,6,10,16,14,6,13,17,2,16,12,19,1,10,17,0,5,16,16,3,0,2,3,0,2,1,0,
0,0,306,50,212,4,0,-1,false,false,41,58,13,13,6,6,16,14,11,3,17,4,13,13,19,1,10,10,0,0,2,16,1,2,2,3,2,0,1,1,
0,0,309,50,155,4,0,-1,true,false,46,60,3,13,6,8,1,19,6,11,17,15,16,2,9,10,10,19,19,6,2,0,3,0,2,2,0,3,0,3,
0,0,311,50,222,4,0,-1,true,false,46,60,3,13,16,10,1,4,11,13,17,5,13,13,9,4,1,15,0,16,2,16,1,2,3,1,0,1,1,0,
0,0,312,50,143,4,0,-1,true,false,43,62,3,3,6,6,1,17,6,11,17,9,13,13,9,4,1,10,0,0,16,16,3,2,3,1,0,3,0,0,
0,0,313,50,192,4,0,-1,true,false,46,60,13,3,16,1,16,0,6,4,17,4,16,16,9,7,1,15,0,14,16,16,1,0,2,1,2,0,0,3,
0,0,314,50,177,4,0,-1,false,false,45,61,13,13,6,6,16,1,11,11,4,17,16,3,9,4,1,10,0,5,16,2,3,2,3,3,2,3,1,0,
0,0,315,50,143,4,0,-1,false,false,44,57,3,13,16,6,16,17,11,11,17,4,16,13,9,9,10,10,19,13,16,16,3,2,2,1,0,3,0,0,
1,0,317,50,93,4,0,-1,true,false,51,59,13,13,6,10,16,4,11,3,17,2,13,3,9,4,10,9,0,13,2,16,1,0,2,3,2,3,0,0,
0,0,319,50,177,4,0,-1,true,false,42,85,3,13,6,6,1,1,11,11,17,17,16,16,19,19,10,9,19,5,2,16,3,2,2,3,2,3,0,1,
0,0,321,50,143,4,0,-1,false,false,44,60,13,3,16,6,16,17,11,3,4,9,13,13,9,4,1,9,19,0,16,9,1,2,2,1,0,3,0,0,
0,0,323,50,212,4,0,-1,false,false,44,60,13,13,6,10,1,17,6,11,17,9,13,13,19,19,10,17,19,0,16,16,1,2,3,3,0,0,0,0,
0,0,324,50,222,4,0,-1,false,false,46,60,3,13,6,10,16,18,6,11,4,5,16,16,19,4,10,9,19,14,16,8,3,2,3,2,2,1,1,0,
0,0,325,50,178,4,0,-1,false,false,41,60,13,13,6,6,16,16,6,6,4,17,16,12,19,4,1,1,19,0,16,2,1,2,3,2,2,0,0,0,
0,0,326,50,93,4,0,-1,true,false,44,59,3,13,6,6,16,4,11,3,17,2,16,12,19,4,10,17,19,13,2,16,1,0,2,2,2,2,1,1,
0,0,327,50,178,4,0,-1,true,false,44,66,13,3,16,6,1,16,11,6,4,4,16,12,19,4,1,10,0,13,2,2,1,2,2,2,2,3,0,1,
0,0,328,50,143,4,0,-1,true,false,43,64,3,3,6,6,1,17,6,11,17,9,13,12,19,9,10,10,0,13,2,9,3,2,3,2,2,3,0,0,
0,0,329,50,192,4,0,-1,true,false,41,53,13,3,16,16,16,0,6,4,17,2,16,16,19,7,10,10,19,3,16,18,3,0,2,1,0,0,1,3,
0,0,331,55,193,4,0,-1,true,false,36,92,15,13,1,6,14,17,9,3,18,4,3,12,12,19,19,10,6,14,7,16,2,3,0,1,2,0,2,0,
-1,0,336,55,193,4,0,-1,true,false,35,207,19,13,1,6,17,17,9,4,18,4,9,12,2,9,19,10,12,0,16,9,0,3,3,1,2,0,3,0,
0,0,337,55,193,4,0,-1,false,false,44,67,19,13,1,6,17,14,11,4,18,4,9,12,2,19,13,10,12,14,7,16,0,3,3,1,0,0,2,0,
0,0,338,55,193,4,0,-1,false,false,35,100,15,13,1,6,17,14,9,3,6,4,9,12,2,9,19,10,6,14,16,9,2,3,0,1,2,0,3,0,
0,0,341,55,193,4,0,-1,true,false,37,71,15,13,17,6,14,17,9,3,18,4,9,12,2,19,19,10,6,14,7,9,0,3,3,1,0,0,2,0,
0,0,349,55,193,4,0,-1,false,false,36,64,15,13,17,6,17,14,9,3,6,4,9,12,12,19,19,10,6,0,7,9,0,3,0,1,0,0,3,0,
0,0,353,55,193,4,0,-1,true,false,41,71,15,13,1,6,17,14,9,4,6,4,3,13,12,19,13,10,12,0,16,9,0,3,3,1,0,0,2,0,
0,0,355,55,176,4,0,-1,true,false,37,70,19,11,1,19,17,19,11,4,6,14,3,13,2,4,19,19,12,4,7,2,0,1,0,1,2,1,2,2,
0,0,356,55,193,4,0,-1,false,false,42,69,15,13,1,6,17,17,11,4,6,4,9,12,2,19,13,10,6,0,7,9,0,3,0,1,2,0,3,0,
0,0,357,55,193,4,0,-1,false,false,43,71,15,13,17,6,17,14,11,3,6,4,9,13,12,9,13,10,12,14,16,16,0,3,3,1,2,0,2,0,
0,0,358,55,193,4,0,-1,false,false,35,87,15,13,1,6,17,17,11,4,6,4,9,13,2,19,13,10,12,14,16,9,0,3,3,1,0,0,3,0,
0,0,361,55,147,4,0,-1,true,false,35,75,19,6,1,2,14,17,11,5,18,5,9,13,12,4,19,15,12,3,7,5,0,3,3,3,0,0,3,1,
0,0,362,55,193,4,0,-1,true,false,37,67,15,13,17,6,14,17,11,3,18,4,9,13,2,19,19,10,6,14,7,16,2,3,3,1,2,0,3,0,
0,0,363,55,193,4,0,-1,true,false,37,72,19,13,17,6,17,14,9,3,18,4,9,12,2,19,19,10,12,0,16,16,0,3,3,1,0,0,3,0,
0,0,365,55,193,4,0,-1,false,false,34,85,15,13,17,6,14,17,11,4,18,4,3,13,2,9,13,10,12,14,7,9,0,3,0,1,0,0,3,0,
-1,0,394,40,95,4,0,-1,false,false,6,-2,8,3,8,19,0,2,7,4,15,4,8,18,7,4,7,15,19,4,16,5,2,1,3,1,3,1,2,2,
0,0,395,40,114,4,0,-1,false,false,6,11,8,12,13,1,8,19,7,11,0,16,19,12,7,5,7,7,19,18,16,4,2,1,1,1,0,0,1,2,
0,0,401,49,93,4,0,-1,true,false,43,57,13,13,16,6,19,4,11,3,4,9,16,12,9,4,10,17,0,5,9,16,3,2,3,3,0,2,0,1,
0,0,403,49,143,4,0,-1,true,false,42,63,3,3,6,6,17,17,4,11,4,4,13,13,9,9,10,9,14,13,16,16,1,2,3,2,0,3,0,0,
0,0,405,49,235,4,0,-1,true,false,38,52,3,13,6,6,17,1,4,13,4,9,16,12,9,1,10,9,14,5,16,16,1,0,3,3,2,3,0,0,
-1,0,406,49,235,4,0,-1,true,false,39,-239,3,13,16,6,17,1,11,13,4,9,16,12,9,4,10,9,14,13,16,16,3,2,3,3,0,3,0,0,
0,0,407,49,144,4,0,-1,false,false,41,61,13,13,6,10,19,17,4,11,4,2,16,3,19,19,10,9,0,14,9,16,3,2,1,3,0,3,0,1,
0,0,408,49,143,4,0,-1,true,false,47,58,13,3,16,6,17,17,11,11,4,4,16,12,9,9,10,9,14,13,16,16,1,2,1,2,0,3,0,0,
0,0,409,49,192,4,0,-1,true,false,41,59,13,3,6,1,19,19,11,4,4,2,16,16,19,19,10,15,0,14,9,18,1,0,1,1,0,0,0,0,
0,0,410,49,235,4,0,-1,false,false,38,74,13,13,6,6,17,4,11,13,4,9,16,12,9,4,10,9,0,5,16,15,1,2,1,1,2,3,0,0,
0,0,411,49,192,4,0,-1,false,false,41,57,13,3,6,1,17,19,11,4,4,2,16,16,9,19,10,15,14,3,16,16,1,0,3,2,0,2,0,3,
0,0,412,49,220,4,0,-1,true,false,47,55,13,13,16,10,19,18,11,11,4,8,13,11,19,19,10,9,14,14,9,15,3,2,3,3,2,3,0,2,
0,0,413,49,143,4,0,-1,true,false,40,59,13,13,16,6,19,17,4,3,4,4,13,13,19,4,10,9,14,0,9,16,1,2,1,2,2,3,0,0,
0,0,414,49,214,4,0,-1,false,false,45,57,3,13,16,6,19,14,11,3,4,9,13,13,19,9,10,9,0,0,9,9,1,0,3,2,0,3,0,0,
0,0,415,49,143,4,0,-1,true,false,38,56,13,13,16,6,19,17,4,3,4,4,13,12,9,4,10,10,14,0,9,9,1,2,1,2,2,0,0,0,
0,0,416,49,143,4,0,-1,false,false,39,82,13,13,6,6,19,17,4,3,4,9,13,13,9,4,10,9,0,13,9,9,1,2,3,2,2,0,0,0,
0,0,423,49,143,4,0,-1,false,false,40,72,3,13,6,6,17,14,4,3,4,9,13,12,19,9,10,10,0,0,9,16,1,2,1,1,0,0,0,0,
0,0,424,49,235,4,0,-1,true,false,40,62,3,13,6,6,17,4,4,13,4,9,13,12,9,4,10,9,0,13,9,15,3,2,3,3,2,2,0,0,
0,0,426,49,143,4,0,-1,true,false,40,63,3,13,16,6,17,14,11,3,4,4,16,12,9,9,10,10,0,13,9,16,1,2,3,2,2,3,0,0,
0,0,427,49,235,4,0,-1,true,false,43,57,13,13,6,6,19,1,11,13,4,9,13,12,19,1,10,9,14,5,16,16,1,2,1,1,2,3,0,0,
0,0,431,49,144,4,0,-1,false,false,39,35,3,13,16,10,19,4,4,13,4,4,13,3,19,19,10,10,14,14,16,16,1,2,3,3,0,3,0,0,
0,0,432,49,235,4,0,-1,true,false,41,58,13,13,6,6,17,4,4,13,4,9,13,12,19,4,10,9,0,5,9,16,1,0,3,1,0,2,0,0,
0,0,434,49,192,4,0,-1,true,false,40,60,13,10,16,16,17,0,4,10,4,2,16,14,19,7,10,15,0,3,16,18,3,0,3,2,0,0,0,3,
0,0,435,49,235,4,0,-1,true,false,45,57,3,13,16,6,19,4,11,6,4,9,13,13,9,1,10,9,0,5,16,16,1,2,3,3,0,3,0,0,
0,0,436,49,220,4,0,-1,true,false,40,75,3,6,16,10,19,18,11,11,4,8,16,11,19,19,10,15,14,14,9,15,3,2,1,2,2,1,0,1,
-1,0,437,49,220,4,0,-1,false,false,38,-212,3,6,6,10,19,18,11,11,4,4,13,3,9,19,10,15,0,16,16,12,1,2,3,2,2,1,0,2,
0,0,438,49,192,4,0,-1,true,false,39,51,13,3,6,16,19,19,4,10,4,4,13,16,19,7,10,10,0,3,16,18,1,0,3,2,0,0,0,0,
0,0,439,49,243,4,0,-1,true,false,42,57,13,3,6,11,17,8,11,3,4,5,13,13,9,7,10,10,0,3,9,1,1,2,3,3,0,3,0,0,
0,0,447,49,143,4,0,-1,true,false,40,61,3,3,6,6,19,17,4,3,4,4,13,13,19,9,10,9,14,0,9,9,1,2,3,2,0,0,0,0,
0,0,448,49,214,4,0,-1,false,false,41,52,13,13,16,6,17,4,11,3,4,9,16,13,9,9,10,9,14,5,16,9,1,0,3,1,0,0,0,0,
0,0,449,49,235,4,0,-1,true,false,40,57,3,13,16,6,19,1,4,6,4,9,13,12,19,1,10,9,0,13,16,15,1,2,3,3,0,2,0,0,
0,0,450,49,93,4,0,-1,false,false,38,57,3,13,16,10,19,4,4,13,4,2,16,3,19,1,10,9,0,13,16,16,3,2,1,2,2,3,0,0,
0,0,451,49,200,4,0,-1,true,false,40,53,13,3,16,19,19,15,4,14,4,2,16,14,19,12,10,15,14,12,9,18,1,0,1,1,0,1,0,2,
0,0,452,49,144,4,0,-1,false,false,42,55,3,13,16,16,19,17,4,13,4,4,13,3,19,19,10,10,0,14,16,16,1,2,3,1,0,0,0,1,
0,0,453,49,235,4,0,-1,true,false,45,57,3,13,16,6,19,1,4,6,4,9,16,12,19,1,10,9,14,5,9,16,1,0,1,3,2,3,0,0,
0,0,454,49,146,4,0,-1,false,false,47,60,3,3,6,6,17,17,4,4,4,17,16,13,19,9,10,10,14,0,9,16,1,0,3,2,0,3,0,0,
0,0,458,49,143,4,0,-1,false,false,39,64,3,3,6,6,19,17,4,3,4,9,13,13,9,4,10,9,0,0,9,16,3,2,1,1,2,0,0,0,
0,0,460,49,144,4,0,-1,false,false,41,53,3,13,16,16,17,4,4,11,4,4,16,16,19,4,10,10,14,5,9,15,3,2,3,1,0,3,0,0,
0,0,461,49,193,4,0,-1,false,false,41,55,3,13,6,6,17,17,4,4,4,4,16,13,9,19,10,10,14,0,9,9,1,2,1,1,2,0,0,0,
0,0,462,49,192,4,0,-1,true,false,40,57,3,3,6,16,19,0,11,10,4,2,13,16,9,19,10,15,0,14,9,18,3,0,1,2,0,2,0,0,
0,0,464,49,143,4,0,-1,true,false,39,58,13,3,6,6,19,14,11,3,4,4,16,12,9,9,10,9,14,13,9,16,3,2,1,1,0,3,0,0,
0,0,465,49,220,4,0,-1,false,false,45,56,13,6,6,10,19,4,4,11,4,8,13,11,19,19,10,15,14,14,16,12,3,2,1,2,2,3,0,1,
0,0,466,49,143,4,0,-1,false,false,45,58,3,13,6,6,17,14,4,3,4,9,13,13,19,9,10,10,0,13,16,9,1,2,3,2,0,3,0,0,
0,0,468,49,143,4,0,-1,false,false,43,57,3,13,16,6,17,14,11,3,4,4,13,12,9,4,10,10,0,13,9,9,1,2,1,2,2,0,0,0,
0,0,469,62,253,4,0,-1,false,false,13,71,2,19,10,15,4,16,13,0,1,17,9,9,12,11,10,2,17,3,11,18,1,2,0,2,1,3,1,1,
0,0,470,62,253,4,0,-1,false,false,10,79,18,16,13,16,4,6,13,0,1,18,9,8,13,1,10,18,17,3,5,15,1,2,0,2,3,3,1,3,
0,0,471,62,253,4,0,-1,false,false,10,93,18,19,10,16,2,16,13,13,5,18,8,9,13,1,10,2,3,11,11,15,1,3,0,2,3,3,3,1,
0,0,472,62,253,4,0,-1,false,false,13,71,2,16,13,15,2,16,19,13,1,17,9,8,13,11,8,18,3,11,11,18,1,3,0,2,1,3,3,1,
0,0,473,62,253,4,0,-1,false,false,19,70,18,16,10,16,4,6,13,0,1,17,9,9,13,11,10,18,17,3,5,18,1,3,0,2,1,3,3,3,
0,0,474,62,253,4,0,-1,true,false,13,69,18,19,13,16,2,16,13,0,1,18,8,8,13,1,8,18,17,11,11,18,1,3,0,2,1,3,3,1,
0,0,475,62,253,4,0,-1,true,false,13,82,2,16,13,15,2,16,13,0,1,17,8,8,13,1,8,18,17,11,11,15,1,3,0,2,3,3,1,1,
0,0,476,62,253,4,0,-1,false,false,13,70,18,19,13,15,4,16,13,13,5,18,8,8,13,11,8,18,3,3,11,15,1,3,0,2,3,3,1,3,
0,0,477,62,253,4,0,-1,false,false,11,76,18,16,13,15,4,16,19,13,5,17,9,8,12,11,8,2,17,11,5,18,1,2,0,2,1,3,3,3,
0,0,478,62,253,4,0,-1,true,false,13,70,2,19,13,15,2,16,19,0,5,18,9,9,12,11,8,18,17,11,11,18,1,3,0,2,3,3,3,1,
0,0,479,62,253,4,0,-1,true,false,18,74,2,19,10,15,2,6,13,0,5,18,8,8,12,11,8,2,3,11,5,18,1,2,0,2,3,3,3,3,
0,0,480,62,253,4,0,-1,false,false,10,74,18,16,13,16,2,16,13,13,1,17,9,8,13,1,10,2,17,3,5,18,1,2,0,2,1,3,3,1,
0,0,482,62,253,4,0,-1,true,false,10,73,2,16,13,15,4,6,19,13,5,17,9,8,12,11,8,18,17,11,11,15,1,3,0,2,1,3,3,1,
0,0,483,62,253,4,0,-1,true,false,10,58,2,19,10,16,2,6,13,13,5,17,9,8,13,11,8,2,17,3,11,18,1,2,0,2,1,3,1,3,
0,0,484,62,253,4,0,-1,false,false,13,75,18,19,10,15,4,6,13,13,1,17,8,8,13,11,8,18,17,11,5,18,1,3,0,2,3,3,3,1,
0,0,485,62,253,4,0,-1,true,false,12,72,18,16,10,15,4,6,13,0,1,18,9,8,12,11,8,18,17,11,11,18,1,3,0,2,1,3,1,3,
0,0,487,62,253,4,0,-1,false,false,20,69,18,19,10,16,4,16,13,0,5,17,8,8,13,11,10,18,3,3,11,18,1,2,0,2,3,3,3,3,
-1,0,488,62,253,4,0,-1,true,false,10,202,18,19,10,16,4,16,13,0,5,17,9,9,12,11,10,2,17,3,11,15,1,3,0,2,3,3,3,3,
0,0,489,62,226,4,0,-1,false,false,15,72,2,3,10,16,2,19,13,3,1,9,9,12,12,4,8,9,3,13,11,9,1,3,0,3,3,0,3,0,
0,0,490,62,253,4,0,-1,true,false,17,74,18,16,10,16,4,6,13,0,1,18,9,9,13,11,10,2,17,3,11,18,1,2,0,2,1,3,3,3,
0,0,491,62,253,4,0,-1,false,false,13,68,18,19,13,16,2,6,19,0,1,18,8,8,12,11,10,18,3,11,5,15,1,3,0,2,3,3,3,3,
0,0,492,62,253,4,0,-1,true,false,10,92,2,16,10,15,4,6,19,0,1,18,8,8,13,1,10,18,3,3,11,18,1,2,0,2,3,3,1,1,
0,0,493,62,253,4,0,-1,false,false,13,70,2,19,13,16,4,16,19,0,5,18,9,8,13,1,10,18,17,11,5,18,1,2,0,2,1,3,3,3,
0,0,494,62,253,4,0,-1,false,false,10,71,2,19,13,15,4,6,13,0,5,17,9,9,12,1,10,18,3,11,11,18,1,2,0,2,3,3,3,3,
0,0,495,62,253,4,0,-1,false,false,17,72,18,19,13,16,4,6,13,0,1,18,9,8,12,1,8,18,17,11,5,18,1,2,0,2,1,3,3,3,
0,0,496,62,253,4,0,-1,false,false,10,72,18,19,10,16,4,6,19,0,5,18,8,9,13,1,10,18,17,3,11,18,1,3,0,2,3,3,3,1,
0,0,497,62,253,4,0,-1,false,false,12,87,2,16,13,15,2,16,13,0,1,18,8,9,12,11,10,2,3,3,5,18,1,2,0,2,1,3,1,3,
0,0,498,62,253,4,0,-1,true,false,17,70,2,19,13,16,4,16,13,13,1,17,9,9,12,11,10,2,3,11,11,15,1,2,0,2,1,3,3,3,
0,0,499,62,253,4,0,-1,true,false,20,76,18,19,10,15,4,16,13,0,1,18,8,8,12,11,10,18,3,11,5,15,1,2,0,2,1,3,1,3,
0,0,500,62,253,4,0,-1,true,false,13,67,18,16,10,16,2,6,19,13,5,17,9,8,12,11,10,2,3,3,11,15,1,3,0,2,1,3,3,3,
0,0,575,48,245,4,0,-1,false,false,46,50,14,12,1,19,7,11,19,8,7,18,6,12,7,4,18,7,19,5,17,4,1,3,3,1,2,1,1,2,
0,0,581,95,200,4,0,-1,false,false,28,33,3,11,15,19,2,2,4,6,7,2,18,18,4,19,15,15,4,12,5,5,2,0,1,1,2,1,3,2,
0,0,584,95,102,4,0,-1,false,false,28,29,11,6,15,10,17,18,14,5,7,8,18,11,19,4,15,15,4,16,5,12,2,3,1,2,2,1,3,2,
0,0,585,95,219,4,0,-1,true,false,30,33,11,11,15,19,2,17,4,6,7,4,14,5,4,12,17,17,4,8,2,2,2,3,0,2,2,1,2,2,
0,0,586,95,219,4,0,-1,false,false,28,37,3,11,19,19,17,17,14,6,7,4,14,5,19,12,15,17,4,8,2,2,2,3,0,2,1,1,3,2,
0,0,590,95,219,4,0,-1,true,false,28,35,3,11,15,15,17,17,14,14,7,2,14,18,4,12,17,10,8,8,5,2,2,3,0,2,2,1,2,2,
0,0,591,95,200,4,0,-1,false,false,32,33,3,11,19,19,17,2,4,6,4,2,14,18,19,19,15,15,4,8,2,5,2,0,1,1,1,1,2,2,
0,0,592,95,219,4,0,-1,true,false,28,34,11,10,19,15,17,17,4,6,7,4,14,5,19,19,15,17,8,8,5,9,2,3,0,2,1,1,3,2,
0,0,593,95,219,4,0,-1,true,false,29,33,3,11,15,19,2,17,14,6,7,2,14,5,19,19,15,17,4,8,5,2,2,3,1,0,2,1,2,2,
0,0,597,95,219,4,0,-1,false,false,28,33,11,11,19,19,2,17,14,6,4,4,14,5,4,12,17,17,8,8,5,2,2,3,0,0,2,1,3,2,
0,0,598,95,200,4,0,-1,false,false,28,28,3,3,15,15,17,15,4,6,7,2,14,18,19,19,17,15,4,12,5,18,1,0,1,1,2,1,2,2,
0,0,602,95,219,4,0,-1,true,false,34,29,3,11,15,19,2,17,4,6,4,4,14,5,4,19,17,17,4,8,2,2,2,3,0,2,1,2,3,2,
0,0,603,95,200,4,0,-1,true,false,31,33,3,3,19,19,17,15,4,14,4,7,14,18,19,12,17,15,4,12,5,18,2,0,1,1,2,1,2,2,
-1,0,606,95,200,4,0,-1,true,false,28,-21,11,11,15,19,2,15,4,14,7,7,18,14,4,12,15,15,8,8,2,5,1,0,1,0,2,1,3,2,
0,0,615,95,200,4,0,-1,false,false,28,32,11,11,19,19,17,15,4,6,7,2,14,14,19,12,15,15,4,12,2,5,1,0,1,1,2,1,3,2,
0,0,616,95,219,4,0,-1,true,false,28,30,11,11,15,15,17,17,14,6,4,4,14,18,4,12,15,17,8,8,2,2,1,3,1,0,2,2,3,2,
0,0,620,95,200,4,0,-1,true,false,33,34,3,3,19,15,17,2,4,6,7,2,18,18,4,12,17,15,4,8,2,18,2,0,0,0,2,1,2,2,
0,0,621,95,219,4,0,-1,true,false,28,27,11,10,15,15,17,17,14,6,7,4,18,18,4,19,15,10,4,8,2,2,1,3,0,2,2,1,2,2,
0,0,623,95,200,4,0,-1,true,false,28,34,3,3,19,19,17,2,14,6,4,2,18,14,4,19,17,15,8,8,5,5,2,0,1,0,1,1,2,2,
0,0,624,95,219,4,0,-1,false,false,26,32,11,11,15,15,2,17,14,6,4,4,14,5,19,19,15,17,4,8,2,2,1,3,0,0,1,1,3,2,
-1,0,625,95,219,4,0,-1,true,false,27,471,3,11,19,19,2,17,14,14,4,2,14,5,4,19,15,17,8,8,2,9,1,3,0,0,1,2,2,2,
0,0,628,95,200,4,0,-1,false,false,26,60,3,11,19,19,2,15,4,6,4,7,14,14,19,19,17,15,4,12,2,18,2,0,1,0,2,1,2,2,
0,0,629,95,219,4,0,-1,false,false,35,34,11,10,19,19,2,17,4,6,4,4,14,5,4,19,15,17,8,8,5,2,2,3,1,2,2,1,3,2,
0,0,633,95,219,4,0,-1,false,false,28,33,11,10,15,19,17,17,4,6,7,2,18,5,19,12,17,17,4,8,5,2,1,3,1,0,1,2,2,2,
0,0,641,95,219,4,0,-1,true,false,28,25,3,10,15,15,17,17,4,6,4,4,14,5,4,12,15,10,8,8,5,2,2,3,0,2,1,1,2,2,
0,0,643,95,219,4,0,-1,true,false,32,32,11,10,19,19,17,17,4,14,7,2,18,5,19,19,17,17,4,8,2,2,1,3,0,2,1,2,3,2,
0,0,644,95,219,4,0,-1,false,false,28,30,11,11,15,15,2,17,4,14,4,2,14,18,4,12,17,17,4,8,2,2,2,3,1,0,1,2,2,2,
0,0,646,95,200,4,0,-1,true,false,28,32,11,3,19,19,17,2,4,6,4,7,14,14,19,12,17,15,8,12,2,18,1,0,1,1,2,1,2,2,
0,0,648,95,200,4,0,-1,false,false,33,34,3,3,15,19,17,2,4,6,7,2,14,18,4,12,15,15,8,12,5,5,1,0,0,0,2,1,3,2,
-1,0,649,95,200,4,0,-1,true,false,25,209,11,3,19,19,17,2,4,6,4,2,18,18,4,12,17,15,8,8,2,5,2,0,1,1,1,1,3,2,
0,0,651,95,219,4,0,-1,false,false,32,33,3,11,19,15,17,17,4,14,7,2,18,5,19,12,15,17,8,8,5,2,2,3,0,2,2,2,3,2,
0,0,653,95,219,4,0,-1,false,false,28,51,3,10,19,15,2,17,14,14,4,2,18,5,19,19,17,10,4,8,5,2,2,3,0,2,1,2,3,2,
0,0,654,95,219,4,0,-1,true,false,33,31,3,11,15,19,2,17,14,6,7,4,14,18,19,12,17,17,4,8,2,2,2,3,1,2,1,1,2,2,
-1,0,655,95,200,4,0,-1,false,false,26,107,3,11,19,15,17,2,14,6,7,7,18,18,4,19,15,15,8,8,5,18,2,0,0,1,2,1,3,2,
0,0,658,95,147,4,0,-1,true,false,32,32,3,6,19,11,17,18,4,5,7,5,14,13,19,7,17,15,8,16,5,8,2,0,0,3,2,1,3,1,
-1,0,659,95,219,4,0,-1,false,false,25,-6,3,10,19,15,17,17,4,6,7,4,18,18,19,12,17,17,8,8,2,2,1,3,1,2,2,1,3,2,
